id,ime,leto,zmage doma,porazi doma,zmage v gosteh,porazi v gosteh,zmage nevtralno,porazi nevtralno,zmage <= 3,porazi <= 3,zmage >= 10,porazi >= 10
POR,Portland Trail Blazers,1996,26,15,18,23,,,7,11,21,12
MIA,Miami Heat,1996,26,15,16,25,,,6,9,21,17
PHO,Phoenix Suns,1996,25,16,16,25,,,4,5,20,18
CHH,Charlotte Hornets,1996,25,16,16,25,,,6,9,18,17
SAC,Sacramento Kings,1996,26,15,13,28,,,7,5,10,27
WSB,Washington Bullets,1996,25,16,14,27,,,4,8,21,19
GSW,Golden State Warriors,1996,23,18,13,28,,,8,6,13,22
DEN,Denver Nuggets,1996,24,17,11,30,,,5,6,12,21
BOS,Boston Celtics,1996,18,23,15,26,,,8,7,13,26
NJN,New Jersey Nets,1996,20,21,10,31,,,5,6,10,28
LAC,Los Angeles Clippers,1996,19,22,10,31,,,4,3,11,23
DAL,Dallas Mavericks,1996,16,25,10,31,,,7,9,10,30
MIN,Minnesota Timberwolves,1996,17,24,9,32,,,5,9,11,26
MIL,Milwaukee Bucks,1996,14,27,11,30,,,3,5,9,25
TOR,Toronto Raptors,1996,15,26,6,35,,,6,9,8,31
PHI,Philadelphia 76ers,1996,11,30,7,34,,,7,6,4,44
VAN,Vancouver Grizzlies,1996,10,31,5,36,,,5,3,2,36
CHI,Chicago Bulls,1997,39,2,30,11,,,9,4,45,4
UTA,Utah Jazz,1997,38,3,26,15,,,3,5,36,5
MIA,Miami Heat,1997,29,12,32,9,,,15,4,31,6
HOU,Houston Rockets,1997,30,11,27,14,,,6,3,27,13
NYK,New York Knicks,1997,31,10,26,15,,,9,4,23,10
SEA,Seattle SuperSonics,1997,31,10,26,15,,,4,9,39,6
ATL,Atlanta Hawks,1997,36,5,20,21,,,5,3,35,14
LAL,Los Angeles Lakers,1997,31,10,25,16,,,7,4,29,15
CHH,Charlotte Hornets,1997,30,11,24,17,,,8,5,19,12
DET,Detroit Pistons,1997,30,11,24,17,,,5,4,27,10
POR,Portland Trail Blazers,1997,29,12,20,21,,,4,9,27,11
ORL,Orlando Magic,1997,26,15,19,22,,,6,1,18,21
WSB,Washington Bullets,1997,25,16,19,22,,,4,10,22,14
CLE,Cleveland Cavaliers,1997,25,16,17,24,,,6,4,20,15
MIN,Minnesota Timberwolves,1997,25,16,15,26,,,11,5,18,23
PHO,Phoenix Suns,1997,25,16,15,26,,,5,11,17,22
IND,Indiana Pacers,1997,21,20,18,23,,,8,9,24,15
LAC,Los Angeles Clippers,1997,21,20,15,26,,,7,4,15,25
SAC,Sacramento Kings,1997,22,19,12,29,,,6,6,14,27
MIL,Milwaukee Bucks,1997,20,21,13,28,,,6,7,15,18
GSW,Golden State Warriors,1997,18,23,12,29,,,1,4,16,32
TOR,Toronto Raptors,1997,18,23,12,29,,,7,11,11,23
NJN,New Jersey Nets,1997,16,25,10,31,,,4,6,11,30
DAL,Dallas Mavericks,1997,14,27,10,31,,,7,9,6,33
PHI,Philadelphia 76ers,1997,11,30,11,30,,,4,6,9,36
DEN,Denver Nuggets,1997,12,29,9,32,,,8,12,8,27
SAS,San Antonio Spurs,1997,12,29,8,33,,,4,2,9,39
BOS,Boston Celtics,1997,11,30,4,37,,,3,12,6,35
VAN,Vancouver Grizzlies,1997,8,33,6,35,,,4,3,5,41
CHI,Chicago Bulls,1998,37,4,25,16,,,6,3,34,5
UTA,Utah Jazz,1998,36,5,26,15,,,9,4,30,7
LAL,Los Angeles Lakers,1998,33,8,28,13,,,5,3,38,10
SEA,Seattle SuperSonics,1998,35,6,26,15,,,8,3,33,10
IND,Indiana Pacers,1998,32,9,26,15,,,9,7,24,4
PHO,Phoenix Suns,1998,30,11,26,15,,,6,5,30,13
SAS,San Antonio Spurs,1998,31,10,25,16,,,7,3,31,15
MIA,Miami Heat,1998,30,11,25,16,,,9,4,28,13
CHH,Charlotte Hornets,1998,32,9,19,22,,,9,3,25,20
ATL,Atlanta Hawks,1998,29,12,21,20,,,8,9,28,13
CLE,Cleveland Cavaliers,1998,27,14,20,21,,,9,10,24,11
POR,Portland Trail Blazers,1998,26,15,20,21,,,7,5,20,12
MIN,Minnesota Timberwolves,1998,26,15,19,22,,,9,5,19,19
NJN,New Jersey Nets,1998,26,15,17,24,,,4,9,22,15
NYK,New York Knicks,1998,28,13,15,26,,,7,9,24,12
WAS,Washington Wizards,1998,24,17,18,23,,,10,8,21,20
HOU,Houston Rockets,1998,24,17,17,24,,,4,4,23,25
ORL,Orlando Magic,1998,24,17,17,24,,,7,7,18,23
DET,Detroit Pistons,1998,25,16,12,29,,,4,10,17,11
BOS,Boston Celtics,1998,24,17,12,29,,,5,3,13,23
MIL,Milwaukee Bucks,1998,21,20,15,26,,,3,7,10,22
PHI,Philadelphia 76ers,1998,19,22,12,29,,,6,4,16,22
SAC,Sacramento Kings,1998,21,20,6,35,,,8,10,13,35
DAL,Dallas Mavericks,1998,13,28,7,34,,,4,9,8,27
GSW,Golden State Warriors,1998,12,29,7,34,,,1,2,9,39
VAN,Vancouver Grizzlies,1998,14,27,5,36,,,5,6,6,31
LAC,Los Angeles Clippers,1998,11,30,6,35,,,3,7,5,35
TOR,Toronto Raptors,1998,9,32,7,34,,,5,9,1,33
DEN,Denver Nuggets,1998,9,32,2,39,,,1,10,6,51
SAS,San Antonio Spurs,1999,21,4,16,9,,,4,2,22,5
UTA,Utah Jazz,1999,22,3,15,10,,,3,4,22,5
POR,Portland Trail Blazers,1999,22,3,13,12,,,3,5,19,5
IND,Indiana Pacers,1999,18,7,15,10,,,7,8,12,4
MIA,Miami Heat,1999,18,7,15,10,,,4,5,18,7
ORL,Orlando Magic,1999,21,4,12,13,,,6,2,12,10
ATL,Atlanta Hawks,1999,16,9,15,10,,,5,3,15,6
HOU,Houston Rockets,1999,19,6,12,13,,,3,2,20,12
LAL,Los Angeles Lakers,1999,18,7,13,12,,,3,3,16,8
DET,Detroit Pistons,1999,17,8,12,13,,,4,3,13,7
MIL,Milwaukee Bucks,1999,17,8,11,14,,,6,6,9,6
PHI,Philadelphia 76ers,1999,17,8,11,14,,,1,3,13,8
NYK,New York Knicks,1999,19,6,8,17,,,3,6,12,7
PHO,Phoenix Suns,1999,15,10,12,13,,,2,4,11,8
SAC,Sacramento Kings,1999,16,9,11,14,,,7,2,9,14
CHH,Charlotte Hornets,1999,16,9,10,15,,,8,2,7,9
MIN,Minnesota Timberwolves,1999,18,7,7,18,,,1,2,13,10
SEA,Seattle SuperSonics,1999,17,8,8,17,,,7,4,11,10
TOR,Toronto Raptors,1999,14,11,9,16,,,5,4,12,16
CLE,Cleveland Cavaliers,1999,15,10,7,18,,,2,0,11,15
GSW,Golden State Warriors,1999,13,12,8,17,,,3,4,6,13
BOS,Boston Celtics,1999,10,15,9,16,,,3,6,10,18
DAL,Dallas Mavericks,1999,15,10,4,21,,,1,4,9,16
WAS,Washington Wizards,1999,13,12,5,20,,,3,6,10,14
NJN,New Jersey Nets,1999,12,13,4,21,,,2,4,9,16
DEN,Denver Nuggets,1999,12,13,2,23,,,5,0,5,19
CHI,Chicago Bulls,1999,8,17,5,20,,,4,2,5,22
LAC,Los Angeles Clippers,1999,6,19,3,22,,,1,5,3,24
VAN,Vancouver Grizzlies,1999,7,18,1,24,,,1,6,2,22
LAL,Los Angeles Lakers,2000,36,5,31,10,,,8,1,34,7
POR,Portland Trail Blazers,2000,30,11,29,12,,,4,7,32,7
IND,Indiana Pacers,2000,36,5,20,21,,,8,5,28,13
UTA,Utah Jazz,2000,31,10,24,17,,,7,8,31,9
PHO,Phoenix Suns,2000,32,9,21,20,,,7,9,27,10
SAS,San Antonio Spurs,2000,31,10,22,19,,,8,7,31,11
MIA,Miami Heat,2000,33,8,19,22,,,9,2,26,15
MIN,Minnesota Timberwolves,2000,26,15,24,17,,,11,4,23,15
NYK,New York Knicks,2000,33,8,17,24,,,9,5,20,13
CHH,Charlotte Hornets,2000,30,11,19,22,,,7,5,24,16
PHI,Philadelphia 76ers,2000,29,12,20,21,,,17,8,18,14
SEA,Seattle SuperSonics,2000,24,17,21,20,,,8,7,22,17
TOR,Toronto Raptors,2000,26,15,19,22,,,13,4,20,20
SAC,Sacramento Kings,2000,30,11,14,27,,,3,6,28,16
DET,Detroit Pistons,2000,27,14,15,26,,,6,6,21,16
MIL,Milwaukee Bucks,2000,23,18,19,22,,,11,7,18,17
ORL,Orlando Magic,2000,26,15,15,26,,,6,7,20,16
DAL,Dallas Mavericks,2000,22,19,18,23,,,6,7,18,19
BOS,Boston Celtics,2000,26,15,9,32,,,4,13,18,19
DEN,Denver Nuggets,2000,25,16,10,31,,,10,8,12,27
HOU,Houston Rockets,2000,22,19,12,29,,,6,7,16,22
CLE,Cleveland Cavaliers,2000,22,19,10,31,,,7,11,12,21
NJN,New Jersey Nets,2000,22,19,9,32,,,6,14,15,15
WAS,Washington Wizards,2000,17,24,12,29,,,2,10,15,22
ATL,Atlanta Hawks,2000,21,20,7,34,,,4,7,11,32
VAN,Vancouver Grizzlies,2000,12,29,10,31,,,5,10,10,33
GSW,Golden State Warriors,2000,12,29,7,34,,,2,4,10,39
CHI,Chicago Bulls,2000,12,29,5,36,,,6,9,3,38
LAC,Los Angeles Clippers,2000,10,31,5,36,,,3,5,3,47
SAS,San Antonio Spurs,2001,33,8,25,16,,,3,7,40,6
LAL,Los Angeles Lakers,2001,31,10,25,16,,,10,5,24,13
PHI,Philadelphia 76ers,2001,29,12,27,14,,,6,4,26,12
SAC,Sacramento Kings,2001,33,8,22,19,,,6,9,28,8
DAL,Dallas Mavericks,2001,28,13,25,16,,,4,5,28,14
UTA,Utah Jazz,2001,28,13,25,16,,,5,4,31,9
MIL,Milwaukee Bucks,2001,31,10,21,20,,,3,7,20,12
PHO,Phoenix Suns,2001,31,10,20,21,,,7,4,18,13
MIA,Miami Heat,2001,29,12,21,20,,,9,9,18,12
POR,Portland Trail Blazers,2001,28,13,22,19,,,4,4,29,13
NYK,New York Knicks,2001,30,11,18,23,,,12,5,24,14
MIN,Minnesota Timberwolves,2001,30,11,17,24,,,7,4,22,14
TOR,Toronto Raptors,2001,27,14,20,21,,,6,7,26,15
CHH,Charlotte Hornets,2001,28,13,18,23,,,7,8,23,11
HOU,Houston Rockets,2001,24,17,21,20,,,4,10,25,14
SEA,Seattle SuperSonics,2001,26,15,18,23,,,10,4,20,18
ORL,Orlando Magic,2001,26,15,17,24,,,7,7,21,17
IND,Indiana Pacers,2001,26,15,15,26,,,6,6,18,21
DEN,Denver Nuggets,2001,29,12,11,30,,,12,6,14,25
BOS,Boston Celtics,2001,20,21,16,25,,,10,7,11,20
DET,Detroit Pistons,2001,18,23,14,27,,,2,3,16,17
LAC,Los Angeles Clippers,2001,22,19,9,32,,,5,8,13,25
CLE,Cleveland Cavaliers,2001,20,21,10,31,,,6,5,10,27
NJN,New Jersey Nets,2001,18,23,8,33,,,7,9,11,32
ATL,Atlanta Hawks,2001,18,23,7,34,,,5,4,10,25
VAN,Vancouver Grizzlies,2001,15,26,8,33,,,3,11,13,37
WAS,Washington Wizards,2001,12,29,7,34,,,3,7,4,31
GSW,Golden State Warriors,2001,11,30,6,35,,,6,5,6,40
CHI,Chicago Bulls,2001,10,31,5,36,,,3,4,3,37
SAC,Sacramento Kings,2002,36,5,25,16,,,6,1,39,15
LAL,Los Angeles Lakers,2002,34,7,24,17,,,7,5,33,10
SAS,San Antonio Spurs,2002,32,9,26,15,,,7,7,34,7
DAL,Dallas Mavericks,2002,30,11,27,14,,,6,6,31,11
NJN,New Jersey Nets,2002,33,8,19,22,,,9,6,26,14
DET,Detroit Pistons,2002,26,15,24,17,,,9,8,19,14
MIN,Minnesota Timberwolves,2002,29,12,21,20,,,9,5,27,12
BOS,Boston Celtics,2002,27,14,22,19,,,8,9,19,13
POR,Portland Trail Blazers,2002,30,11,19,22,,,5,9,20,17
SEA,Seattle SuperSonics,2002,26,15,19,22,,,6,8,30,15
CHH,Charlotte Hornets,2002,21,20,23,18,,,6,6,17,16
ORL,Orlando Magic,2002,27,14,17,24,,,4,3,23,19
UTA,Utah Jazz,2002,25,16,19,22,,,6,7,21,14
PHI,Philadelphia 76ers,2002,22,19,21,20,,,3,5,19,13
IND,Indiana Pacers,2002,25,16,17,24,,,5,5,21,19
TOR,Toronto Raptors,2002,24,17,18,23,,,13,7,16,16
MIL,Milwaukee Bucks,2002,25,16,16,25,,,4,8,17,19
LAC,Los Angeles Clippers,2002,25,16,14,27,,,4,8,19,22
WAS,Washington Wizards,2002,22,19,15,26,,,7,6,14,17
MIA,Miami Heat,2002,18,23,18,23,,,10,5,14,14
PHO,Phoenix Suns,2002,23,18,13,28,,,9,7,17,19
ATL,Atlanta Hawks,2002,23,18,10,31,,,9,8,8,26
NYK,New York Knicks,2002,19,22,11,30,,,7,10,7,24
CLE,Cleveland Cavaliers,2002,20,21,9,32,,,2,8,15,25
HOU,Houston Rockets,2002,18,23,10,31,,,10,15,5,20
DEN,Denver Nuggets,2002,20,21,7,34,,,11,8,9,30
MEM,Memphis Grizzlies,2002,15,26,8,33,,,7,6,6,35
CHI,Chicago Bulls,2002,14,27,7,34,,,8,4,3,37
GSW,Golden State Warriors,2002,14,27,7,34,,,1,8,11,27
DAL,Dallas Mavericks,2003,33,8,27,14,,,6,7,36,6
SAS,San Antonio Spurs,2003,33,8,27,14,,,12,5,26,6
SAC,Sacramento Kings,2003,35,6,24,17,,,11,2,31,11
MIN,Minnesota Timberwolves,2003,33,8,18,23,,,5,3,21,15
DET,Detroit Pistons,2003,30,11,20,21,,,10,9,27,11
LAL,Los Angeles Lakers,2003,31,10,19,22,,,8,5,26,14
POR,Portland Trail Blazers,2003,27,14,23,18,,,8,7,25,12
