id,ime,leto,odigrane minute,meti 3 točke,poskusi 3 točke,meti 2 točki,poskusi 2 točki,prosti meti,poskusi prostih metov,skoki v napadu,skoki v obrambi,asistence,ukradene žoge,blokade,izgubljene žoge,osebni prekrški
TOR,Toronto Raptors,2008,19830,572,1459,2576,5267,1347,1658,790,2496,1953,570,336,959,1596
WAS,Washington Wizards,2008,19905,575,1614,2411,5081,1557,1991,1007,2404,1607,632,391,1082,1606
ATL,Atlanta Hawks,2008,19855,384,1078,2591,5474,1720,2227,1008,2454,1804,600,448,1223,1673
SEA,Seattle SuperSonics,2008,19830,313,939,2812,6093,1436,1866,971,2688,1748,531,400,1310,1680
DET,Detroit Pistons,2008,19730,487,1330,2512,5221,1507,1965,974,2423,1831,583,472,956,1688
CHI,Chicago Bulls,2008,19805,474,1305,2513,5556,1533,2029,1050,2478,1811,635,429,1197,1784
CHA,Charlotte Bobcats,2008,19880,529,1443,2431,5111,1510,2115,892,2440,1748,614,402,1204,1777
MIL,Milwaukee Bucks,2008,19855,452,1313,2574,5432,1452,1980,1055,2363,1760,544,361,1210,1748
NYK,New York Knicks,2008,19880,490,1454,2477,5303,1524,2095,1029,2457,1530,521,213,1187,1761
HOU,Houston Rockets,2008,19730,583,1707,2420,4991,1342,1848,1002,2659,1757,598,420,1125,1609
PHI,Philadelphia 76ers,2008,19755,302,952,2754,5696,1509,2137,1067,2370,1673,712,400,1172,1620
CLE,Cleveland Cavaliers,2008,19855,552,1544,2385,5153,1477,2061,1092,2563,1640,579,427,1145,1712
NJN,New Jersey Nets,2008,19830,498,1430,2358,5020,1647,2237,913,2520,1925,521,390,1229,1855
MIN,Minnesota Timberwolves,2008,19730,441,1259,2635,5558,1246,1693,964,2428,1630,616,306,1188,1885
POR,Portland Trail Blazers,2008,19905,538,1426,2397,5120,1412,1841,901,2438,1733,455,360,1056,1642
SAS,San Antonio Spurs,2008,19730,594,1610,2344,4814,1350,1774,771,2612,1718,521,337,1035,1537
LAC,Los Angeles Clippers,2008,19805,350,1079,2470,5366,1702,2178,800,2491,1732,557,398,1180,1745
MIA,Miami Heat,2008,19830,491,1373,2317,4963,1384,1903,743,2342,1644,589,355,1202,1670
PHO,Phoenix Suns,2009,19755,553,1445,2820,5250,1675,2251,900,2520,1905,589,420,1288,1691
GSW,Golden State Warriors,2009,19880,550,1475,2681,5580,1893,2392,953,2492,1711,638,527,1201,1842
LAL,Los Angeles Lakers,2009,19780,547,1516,2760,5465,1607,2087,1015,2587,1908,718,420,1103,1698
NYK,New York Knicks,2009,19805,823,2284,2334,4807,1490,1900,911,2545,1738,610,204,1174,1672
IND,Indiana Pacers,2009,19830,652,1725,2568,5355,1525,1890,924,2661,1775,573,434,1189,1895
DEN,Denver Nuggets,2009,19730,548,1477,2510,5033,1891,2487,905,2507,1820,710,492,1257,1874
UTA,Utah Jazz,2009,19880,392,1122,2751,5501,1814,2352,940,2423,2024,719,374,1210,1830
CHI,Chicago Bulls,2009,19930,493,1293,2633,5553,1633,2052,970,2481,1732,615,453,1192,1709
DAL,Dallas Mavericks,2009,19805,571,1632,2557,5138,1516,1852,909,2595,1779,591,429,1043,1600
ORL,Orlando Magic,2009,19730,817,2147,2112,4269,1611,2253,819,2728,1593,570,439,1142,1664
BOS,Boston Celtics,2009,19880,538,1355,2537,4978,1587,2075,869,2586,1862,621,387,1280,1897
SAC,Sacramento Kings,2009,19905,586,1594,2404,5091,1682,2107,840,2366,1619,569,349,1266,1910
CLE,Cleveland Cavaliers,2009,19780,656,1670,2366,4784,1523,2012,886,2574,1663,593,435,1045,1663
POR,Portland Trail Blazers,2009,19830,596,1555,2422,4939,1521,1988,1060,2360,1667,550,402,1055,1671
MIL,Milwaukee Bucks,2009,19780,511,1408,2498,5347,1613,2067,973,2367,1802,609,308,1154,1986
TOR,Toronto Raptors,2009,19805,479,1289,2575,5384,1534,1861,802,2513,1835,523,390,1098,1593
HOU,Houston Rockets,2009,19805,621,1656,2338,4870,1531,1903,862,2662,1662,548,355,1158,1553
MIA,Miami Heat,2009,19955,582,1631,2452,5015,1411,1871,828,2411,1671,651,451,1026,1696
ATL,Atlanta Hawks,2009,19705,597,1633,2359,4818,1537,2085,870,2412,1657,603,376,1048,1610
NJN,New Jersey Nets,2009,19830,652,1735,2273,4801,1542,1980,850,2415,1636,559,391,1075,1838
MIN,Minnesota Timberwolves,2009,19805,543,1539,2443,5227,1504,1957,975,2442,1674,512,322,1165,1785
PHI,Philadelphia 76ers,2009,19755,341,1072,2656,5460,1652,2216,1039,2336,1647,658,415,1157,1650
SAS,San Antonio Spurs,2009,19905,625,1620,2417,4914,1249,1641,728,2638,1736,474,329,963,1546
OKC,Oklahoma City Thunder,2009,19805,328,949,2671,5767,1626,2069,999,2497,1663,608,371,1330,1655
WAS,Washington Wizards,2009,19705,395,1198,2599,5457,1494,1948,956,2330,1641,619,365,1146,1679
NOH,New Orleans Hornets,2009,19755,556,1526,2355,4840,1479,1833,802,2453,1609,593,338,1029,1665
LAC,Los Angeles Clippers,2009,19880,535,1513,2420,5183,1354,1839,890,2377,1723,572,482,1221,1650
DET,Detroit Pistons,2009,19905,377,1079,2604,5480,1388,1849,949,2448,1689,493,377,973,1712
MEM,Memphis Grizzlies,2009,19805,398,1106,2467,5205,1570,2077,847,2337,1423,615,385,1252,1777
CHA,Charlotte Bobcats,2009,19930,490,1339,2376,4960,1455,1965,886,2366,1741,580,397,1279,1754
PHO,Phoenix Suns,2010,19730,730,1770,2609,5018,1631,2117,910,2616,1912,479,418,1210,1713
GSW,Golden State Warriors,2010,19730,633,1687,2696,5407,1631,2085,753,2397,1839,761,340,1204,1886
DEN,Denver Nuggets,2010,19780,544,1517,2580,5161,1937,2508,889,2505,1719,683,417,1136,1844
UTA,Utah Jazz,2010,19755,439,1207,2788,5368,1654,2233,872,2588,2187,675,400,1246,1859
TOR,Toronto Raptors,2010,19780,518,1397,2681,5234,1618,2118,806,2507,1804,469,384,1100,1819
ORL,Orlando Magic,2010,19730,841,2241,2164,4153,1575,2176,810,2736,1615,512,456,1155,1629
MEM,Memphis Grizzlies,2010,19905,344,1020,2879,5855,1614,2202,1070,2496,1543,645,399,1248,1655
HOU,Houston Rockets,2010,19905,646,1838,2448,5085,1561,2022,971,2471,1790,583,318,1188,1712
NYK,New York Knicks,2010,19880,743,2145,2384,4731,1376,1759,836,2477,1772,586,305,1148,1638
CLE,Cleveland Cavaliers,2010,19780,602,1582,2499,4809,1569,2180,791,2692,1835,564,425,1137,1591
DAL,Dallas Mavericks,2010,19880,558,1498,2582,5262,1526,1870,834,2586,1917,624,449,1059,1563
LAL,Los Angeles Lakers,2010,19830,532,1562,2612,5313,1519,1985,973,2662,1730,612,400,1096,1592
ATL,Atlanta Hawks,2010,19855,524,1455,2657,5346,1452,1914,969,2451,1789,592,413,980,1632
OKC,Oklahoma City Thunder,2010,19805,418,1229,2645,5400,1778,2210,960,2607,1639,654,481,1227,1743
SAS,San Antonio Spurs,2010,19780,554,1547,2596,5112,1458,1969,887,2621,1829,516,381,1116,1669
IND,Indiana Pacers,2010,19705,659,1896,2361,4927,1564,2019,785,2618,1730,585,439,1232,1848
NOH,New Orleans Hornets,2010,19830,571,1572,2607,5270,1293,1661,852,2450,1828,625,300,1103,1606
SAC,Sacramento Kings,2010,19880,482,1383,2662,5512,1430,1969,977,2518,1679,564,366,1226,1827
BOS,Boston Celtics,2010,19780,499,1433,2540,4861,1559,2090,716,2449,1930,701,402,1219,1816
MIN,Minnesota Timberwolves,2010,19780,403,1181,2703,5742,1436,1926,962,2556,1626,597,306,1333,1699
POR,Portland Trail Blazers,2010,19855,491,1388,2483,5065,1606,2033,913,2383,1674,523,350,1012,1715
PHI,Philadelphia 76ers,2010,19805,474,1381,2613,5325,1366,1808,941,2421,1723,667,439,1192,1677
MIL,Milwaukee Bucks,2010,19980,645,1813,2405,5185,1264,1675,965,2560,1740,580,385,1085,1823
CHI,Chicago Bulls,2010,19905,352,1066,2729,5759,1479,1962,937,2715,1704,531,478,1175,1648
MIA,Miami Heat,2010,19880,494,1426,2490,5092,1452,1931,875,2553,1548,605,457,1079,1710
WAS,Washington Wizards,2010,19830,432,1225,2576,5475,1444,1895,966,2458,1557,493,421,1219,1752
LAC,Los Angeles Clippers,2010,19705,483,1457,2519,5144,1362,1867,927,2502,1810,532,466,1285,1581
CHA,Charlotte Bobcats,2010,19880,460,1331,2398,4975,1637,2180,858,2490,1658,632,446,1290,1597
DET,Detroit Pistons,2010,19780,374,1190,2566,5412,1455,1998,1053,2242,1591,596,313,1100,1822
NJN,New Jersey Nets,2010,19780,377,1185,2436,5369,1572,2015,897,2358,1540,573,393,1182,1643
DEN,Denver Nuggets,2011,19705,662,1704,2483,4909,1859,2429,791,2652,1813,605,352,1157,1719
NYK,New York Knicks,2011,19780,765,2081,2375,4786,1689,2087,847,2470,1757,625,475,1123,1743
HOU,Houston Rockets,2011,19880,677,1843,2493,5132,1668,2083,962,2549,1955,581,371,1110,1641
PHO,Phoenix Suns,2011,20005,701,1857,2518,4987,1472,1939,821,2478,1945,545,357,1169,1666
OKC,Oklahoma City Thunder,2011,20005,487,1403,2579,5206,1977,2401,903,2604,1672,654,487,1156,1836
SAS,San Antonio Spurs,2011,19780,685,1727,2463,4901,1521,1984,829,2603,1836,602,372,1101,1556
GSW,Golden State Warriors,2011,19830,685,1749,2566,5298,1290,1695,955,2370,1847,737,406,1198,1806
MIA,Miami Heat,2011,19780,547,1479,2484,4822,1760,2288,790,2666,1639,544,430,1142,1674
LAL,Los Angeles Lakers,2011,19830,524,1487,2604,5270,1541,1979,989,2616,1801,602,422,1073,1555
MIN,Minnesota Timberwolves,2011,19780,589,1565,2501,5449,1519,1977,1085,2556,1650,592,422,1398,1825
DAL,Dallas Mavericks,2011,19705,645,1768,2424,4695,1437,1850,780,2618,1954,557,352,1145,1575
MEM,Memphis Grizzlies,2011,19880,309,926,2891,5875,1486,1981,970,2391,1691,771,441,1145,1705
IND,Indiana Pacers,2011,19780,585,1653,2418,5134,1592,2035,914,2657,1611,584,456,1262,1782
UTA,Utah Jazz,2011,19880,435,1256,2629,5334,1590,2061,898,2338,1921,629,484,1175,1865
SAC,Sacramento Kings,2011,19855,428,1277,2706,5702,1455,1981,1071,2526,1675,608,391,1324,1805
ORL,Orlando Magic,2011,19830,770,2103,2186,4308,1453,2101,864,2679,1636,548,384,1224,1640
TOR,Toronto Raptors,2011,19780,345,1091,2799,5664,1491,1976,963,2343,1795,581,350,1206,1807
PHI,Philadelphia 76ers,2011,19930,443,1248,2682,5528,1426,1851,850,2578,1861,621,355,1063,1592
LAC,Los Angeles Clippers,2011,19855,513,1519,2502,5075,1546,2187,955,2501,1813,585,402,1343,1733
CHI,Chicago Bulls,2011,19830,511,1415,2531,5172,1492,2008,967,2654,1827,592,468,1161,1639
WAS,Washington Wizards,2011,19930,392,1182,2656,5706,1489,1999,1013,2374,1592,665,502,1258,1850
DET,Detroit Pistons,2011,19880,472,1256,2584,5391,1367,1854,931,2236,1730,595,328,1067,1629
BOS,Boston Celtics,2011,19780,408,1119,2615,5100,1459,1895,639,2542,1921,676,344,1195,1678
POR,Portland Trail Blazers,2011,19805,518,1503,2433,5096,1476,1835,996,2230,1736,660,358,1070,1585
CLE,Cleveland Cavaliers,2011,19755,509,1489,2377,5158,1546,2075,856,2449,1720,544,341,1166,1648
ATL,Atlanta Hawks,2011,19730,502,1427,2469,5002,1346,1728,762,2460,1802,497,341,1118,1554
NOH,New Orleans Hornets,2011,19830,444,1232,2500,5184,1452,1897,824,2468,1691,624,359,1069,1719
NJN,New Jersey Nets,2011,20005,459,1337,2459,5301,1427,1881,909,2440,1723,458,384,1152,1807
CHA,Charlotte Bobcats,2011,19805,393,1203,2480,5162,1511,1999,848,2444,1728,524,433,1192,1637
MIL,Milwaukee Bucks,2011,19830,483,1414,2331,5130,1423,1881,862,2480,1545,617,399,1103,1682
DEN,Denver Nuggets,2012,16040,435,1311,2137,4093,1293,1760,738,2105,1581,540,330,1015,1297
SAS,San Antonio Spurs,2012,15940,552,1405,2059,4058,1067,1427,683,2153,1528,490,293,895,1143
OKC,Oklahoma City Thunder,2012,15990,472,1317,1990,3912,1406,1744,726,2157,1224,498,539,1079,1352
UTA,Utah Jazz,2012,16165,273,845,2250,4686,1258,1668,861,2055,1439,545,385,936,1441
MIL,Milwaukee Bucks,2012,15865,436,1265,2066,4387,1095,1415,820,1983,1550,548,335,929,1273
SAC,Sacramento Kings,2012,15915,411,1301,2079,4411,1127,1532,882,1947,1271,561,323,952,1287
MIA,Miami Heat,2012,16040,370,1030,2076,4182,1238,1598,686,2060,1317,585,355,1002,1282
PHO,Phoenix Suns,2012,15840,444,1295,2051,4150,1058,1397,717,2035,1486,431,366,928,1233
HOU,Houston Rockets,2012,16065,478,1330,2011,4213,1018,1301,769,2014,1404,496,319,955,1347
MIN,Minnesota Timberwolves,2012,15940,473,1423,1882,4011,1281,1662,797,2089,1290,436,293,1001,1212
NYK,New York Knicks,2012,15940,517,1538,1848,3797,1211,1634,743,2012,1328,622,276,1056,1391
GSW,Golden State Warriors,2012,15915,524,1351,1965,4092,951,1235,640,1947,1470,528,362,915,1410
IND,Indiana Pacers,2012,15990,392,1064,1962,4311,1349,1724,826,2070,1228,523,357,925,1430
LAC,Los Angeles Clippers,2012,15965,514,1441,1925,3925,1046,1538,800,1943,1385,556,315,879,1399
LAL,Los Angeles Lakers,2012,16065,362,1112,2067,4207,1202,1589,799,2251,1485,390,351,997,1109
POR,Portland Trail Blazers,2012,15965,478,1382,1924,4035,1133,1423,735,1949,1349,528,322,935,1251
ATL,Atlanta Hawks,2012,16165,492,1330,1937,4018,1025,1385,652,2066,1481,536,303,921,1178
CHI,Chicago Bulls,2012,15940,419,1117,2048,4345,1006,1394,915,2165,1527,456,388,923,1139
DAL,Dallas Mavericks,2012,16065,497,1464,1901,3948,1029,1334,665,2157,1380,565,337,926,1226
MEM,Memphis Grizzlies,2012,15940,277,849,2148,4573,1142,1504,831,1944,1290,631,345,955,1316
ORL,Orlando Magic,2012,15965,670,1785,1605,3377,995,1508,742,2060,1321,451,275,984,1168
WAS,Washington Wizards,2012,15865,344,1075,2070,4400,1008,1386,775,1975,1262,527,417,1008,1405
PHI,Philadelphia 76ers,2012,15915,349,963,2122,4553,889,1198,704,2144,1453,526,340,738,1157
NJN,New Jersey Nets,2012,15890,507,1481,1755,3839,1113,1433,783,1879,1311,493,260,995,1268
CLE,Cleveland Cavaliers,2012,15965,440,1273,1821,4087,1178,1645,841,1949,1308,466,262,1017,1317
BOS,Boston Celtics,2012,15940,363,988,1978,4098,1017,1308,509,2051,1557,498,362,979,1315
DET,Detroit Pistons,2012,15965,317,916,1974,4316,1098,1461,775,1882,1232,460,278,1033,1293
TOR,Toronto Raptors,2012,15965,365,1075,1903,4079,1085,1410,697,2074,1382,429,321,1001,1532
NOH,New Orleans Hornets,2012,15940,259,777,2041,4326,1057,1397,724,1991,1368,488,316,1024,1324
CHA,Charlotte Bobcats,2012,15890,263,892,1930,4401,1090,1462,677,1894,1326,397,361,957,1249
DEN,Denver Nuggets,2013,19905,521,1518,2818,5465,1505,2148,1092,2601,2002,762,533,1253,1682
HOU,Houston Rockets,2013,19780,867,2369,2257,4413,1573,2087,909,2652,1902,679,359,1348,1662
OKC,Oklahoma City Thunder,2013,19830,598,1588,2528,4916,1819,2196,854,2725,1753,679,624,1253,1654
SAS,San Antonio Spurs,2013,19880,663,1764,2547,4911,1365,1725,666,2721,2058,695,446,1206,1427
MIA,Miami Heat,2013,19880,717,1809,2431,4539,1423,1887,676,2490,1890,710,441,1143,1533
LAL,Los Angeles Lakers,2013,19755,715,2015,2326,4625,1584,2289,942,2732,1818,576,429,1232,1467
GSW,Golden State Warriors,2013,19805,658,1632,2472,5208,1378,1744,885,2801,1845,567,346,1236,1753
DAL,Dallas Mavericks,2013,19980,606,1628,2576,5264,1323,1669,767,2670,1906,648,454,1144,1698
LAC,Los Angeles Clippers,2013,19730,627,1752,2533,4856,1342,1888,938,2475,1958,784,461,1197,1716
SAC,Sacramento Kings,2013,19830,610,1681,2476,5223,1437,1869,943,2385,1708,671,342,1199,1717
NYK,New York Knicks,2013,19730,891,2371,2105,4318,1313,1729,890,2436,1579,672,294,988,1650
MIL,Milwaukee Bucks,2013,19830,601,1670,2527,5527,1251,1700,1068,2537,1876,685,550,1156,1554
UTA,Utah Jazz,2013,19880,507,1385,2539,5325,1439,1883,989,2457,1859,690,515,1210,1750
ATL,Atlanta Hawks,2013,19855,706,1901,2378,4743,1158,1619,758,2593,2007,664,369,1219,1473
POR,Portland Trail Blazers,2013,19855,673,1904,2336,4811,1304,1680,874,2474,1784,538,353,1203,1518
TOR,Toronto Raptors,2013,19980,571,1665,2408,5020,1442,1831,871,2426,1765,595,392,1124,1836
BRK,Brooklyn Nets,2013,19855,628,1760,2314,4784,1432,1958,1047,2460,1668,599,391,1206,1500
CLE,Cleveland Cavaliers,2013,19730,547,1581,2446,5320,1380,1826,1004,2359,1694,647,334,1149,1737
MIN,Minnesota Timberwolves,2013,19730,450,1475,2493,5227,1515,2042,973,2473,1836,700,387,1214,1509
BOS,Boston Celtics,2013,19840,498,1390,2503,5069,1318,1698,654,2533,1843,667,365,1181,1717
PHO,Phoenix Suns,2013,19805,480,1455,2581,5462,1203,1618,959,2454,1855,659,434,1278,1688
DET,Detroit Pistons,2013,19805,513,1440,2466,5198,1307,1870,991,2463,1742,574,400,1241,1623
ORL,Orlando Magic,2013,19780,506,1537,2587,5367,1026,1359,890,2612,1871,528,358,1191,1591
NOH,New Orleans Hornets,2013,19780,535,1474,2420,5115,1269,1636,988,2426,1721,520,440,1193,1673
IND,Indiana Pacers,2013,19590,555,1599,2290,4926,1429,1915,1043,2671,1645,580,513,1227,1623
CHA,Charlotte Bobcats,2013,19805,469,1399,2354,5250,1546,2060,917,2389,1587,591,479,1153,1561
MEM,Memphis Grizzlies,2013,19805,382,1107,2582,5572,1349,1746,1059,2445,1715,703,436,1144,1660
WAS,Washington Wizards,2013,19855,545,1495,2365,5198,1279,1746,887,2652,1775,598,376,1238,1681
CHI,Chicago Bulls,2013,19830,446,1265,2480,5433,1343,1738,1026,2514,1886,588,417,1171,1617
PHI,Philadelphia 76ers,2013,19755,518,1438,2541,5457,1004,1377,896,2493,1867,609,384,1070,1505
LAC,Los Angeles Clippers,2014,19755,693,1966,2515,4795,1741,2384,858,2668,2016,703,397,1136,1767
HOU,Houston Rockets,2014,19830,779,2179,2339,4424,1814,2549,920,2797,1755,621,461,1323,1676
MIN,Minnesota Timberwolves,2014,19855,600,1757,2589,5418,1790,2301,1024,2644,1963,718,297,1142,1504
POR,Portland Trail Blazers,2014,19855,770,2071,2437,5063,1569,1926,1022,2786,1904,454,387,1125,1576
OKC,Oklahoma City Thunder,2014,19805,664,1839,2530,4943,1653,2052,887,2781,1794,678,501,1256,1858
SAS,San Antonio Spurs,2014,19755,698,1757,2628,5087,1289,1642,762,2786,2064,604,420,1180,1495
PHO,Phoenix Suns,2014,19755,765,2055,2407,4790,1520,2004,928,2601,1563,688,374,1258,1798
DAL,Dallas Mavericks,2014,19830,721,1877,2528,4981,1378,1733,840,2514,1935,704,356,1110,1636
DEN,Denver Nuggets,2014,19755,702,1959,2445,5083,1563,2154,1009,2717,1838,615,459,1305,1890
GSW,Golden State Warriors,2014,19830,774,2037,2462,4968,1303,1731,896,2819,1912,642,407,1247,1784
LAL,Los Angeles Lakers,2014,19705,774,2032,2365,4948,1390,1835,745,2620,2006,611,446,1239,1627
MIA,Miami Heat,2014,19880,665,1829,2477,4443,1431,1884,627,2397,1847,732,367,1212,1596
TOR,Toronto Raptors,2014,19955,713,1917,2279,4801,1608,2055,935,2552,1737,577,343,1159,1882
DET,Detroit Pistons,2014,19780,507,1580,2675,5544,1415,2111,1196,2525,1714,687,395,1193,1666
ATL,Atlanta Hawks,2014,19830,768,2116,2293,4572,1392,1782,713,2565,2041,680,326,1251,1577
WAS,Washington Wizards,2014,20055,647,1704,2530,5216,1253,1715,886,2573,1909,668,377,1204,1675
SAC,Sacramento Kings,2014,19830,491,1475,2535,5291,1698,2237,990,2656,1547,587,318,1249,1849
NOP,New Orleans Pelicans,2014,19855,486,1303,2615,5458,1489,1936,933,2486,1745,647,523,1129,1857
PHI,Philadelphia 76ers,2014,19855,577,1847,2531,5303,1362,1918,949,2556,1791,765,330,1384,1844
NYK,New York Knicks,2014,19855,759,2038,2268,4701,1271,1670,870,2437,1641,631,367,1063,1815
BRK,Brooklyn Nets,2014,19880,709,1922,2222,4469,1508,2002,721,2407,1714,705,311,1191,1777
CLE,Cleveland Cavaliers,2014,19930,584,1640,2452,5315,1398,1861,989,2629,1738,579,304,1163,1640
CHA,Charlotte Bobcats,2014,19905,516,1471,2460,5259,1474,2000,776,2724,1778,499,421,1010,1493
IND,Indiana Pacers,2014,19780,550,1542,2399,5031,1485,1907,834,2831,1651,550,446,1237,1675
ORL,Orlando Magic,2014,19955,563,1596,2459,5188,1307,1714,794,2654,1726,630,350,1222,1678
BOS,Boston Celtics,2014,19730,575,1729,2421,5154,1325,1706,980,2505,1726,584,343,1261,1743
MEM,Memphis Grizzlies,2014,19805,405,1147,2717,5576,1235,1666,950,2526,1792,631,375,1124,1568
MIL,Milwaukee Bucks,2014,19880,548,1553,2404,5184,1377,1843,971,2399,1760,541,403,1238,1713
UTA,Utah Jazz,2014,19780,543,1577,2408,5075,1346,1803,904,2477,1664,570,366,1200,1699
CHI,Chicago Bulls,2014,19930,508,1459,2335,5118,1486,1908,937,2683,1860,594,424,1223,1565
GSW,Golden State Warriors,2015,19730,883,2217,2527,4920,1313,1709,853,2814,2248,762,496,1185,1628
LAC,Los Angeles Clippers,2015,19730,827,2202,2401,4628,1468,2067,784,2711,2031,640,409,1012,1749
DAL,Dallas Mavericks,2015,19880,732,2082,2523,4954,1386,1843,858,2608,1846,663,371,1062,1644
TOR,Toronto Raptors,2015,19855,726,2060,2382,4769,1585,2014,881,2526,1701,615,357,1057,1712
OKC,Oklahoma City Thunder,2015,19830,632,1864,2552,5255,1524,2020,1052,2844,1681,598,454,1205,1829
HOU,Houston Rockets,2015,19805,933,2680,2099,4152,1525,2133,958,2624,1820,777,407,1366,1803
SAS,San Antonio Spurs,2015,19955,677,1847,2531,5007,1368,1754,806,2772,2000,657,444,1146,1564
CLE,Cleveland Cavaliers,2015,19780,826,2253,2263,4486,1453,1934,911,2612,1814,603,340,1171,1510
POR,Portland Trail Blazers,2015,19855,807,2231,2368,4818,1272,1589,879,2881,1799,525,372,1117,1494
ATL,Atlanta Hawks,2015,19730,818,2152,2303,4547,1349,1735,715,2611,2111,744,380,1167,1457
PHO,Phoenix Suns,2015,19880,698,2048,2480,4990,1343,1767,896,2643,1659,700,385,1238,1744
DEN,Denver Nuggets,2015,19880,660,2032,2439,5126,1462,1991,1012,2653,1788,641,367,1166,1882
BOS,Boston Celtics,2015,19880,660,2021,2533,5190,1266,1678,910,2685,2009,674,294,1133,1738
SAC,Sacramento Kings,2015,19855,461,1350,2549,5267,1829,2400,895,2728,1667,550,324,1333,1696
CHI,Chicago Bulls,2015,19880,645,1825,2356,4972,1618,2067,959,2792,1781,514,476,1145,1495
NOP,New Orleans Pelicans,2015,19780,586,1583,2522,5212,1345,1790,942,2621,1806,553,510,1087,1530
WAS,Washington Wizards,2015,19955,497,1381,2642,5409,1305,1758,862,2801,1969,601,378,1233,1707
DET,Detroit Pistons,2015,19830,703,2043,2338,4995,1292,1838,1051,2630,1771,623,383,1099,1559
LAL,Los Angeles Lakers,2015,19930,532,1546,2522,5474,1433,1935,952,2647,1715,578,366,1086,1741
MEM,Memphis Grizzlies,2015,19905,423,1246,2674,5517,1445,1869,856,2634,1777,700,347,1094,1567
BRK,Brooklyn Nets,2015,19930,541,1633,2528,5171,1359,1817,846,2627,1716,576,340,1133,1579
MIL,Milwaukee Bucks,2015,19930,545,1500,2538,5222,1312,1734,876,2574,1932,789,403,1373,1814
MIN,Minnesota Timberwolves,2015,19805,406,1223,2580,5597,1638,2110,949,2406,1771,668,327,1231,1571
IND,Indiana Pacers,2015,19855,612,1740,2386,5084,1373,1817,856,2822,1757,505,375,1147,1742
ORL,Orlando Magic,2015,19755,554,1598,2522,5194,1141,1565,822,2607,1692,647,314,1221,1714
UTA,Utah Jazz,2015,19705,610,1781,2290,4711,1391,1929,988,2617,1632,623,489,1256,1583
MIA,Miami Heat,2015,19730,556,1659,2329,4671,1438,1940,747,2461,1626,642,372,1214,1636
CHO,Charlotte Hornets,2015,19905,498,1566,2415,5366,1397,1867,820,2793,1654,499,448,976,1494
PHI,Philadelphia 76ers,2015,19805,692,2160,2073,4617,1320,1953,978,2536,1683,789,487,1453,1778
NYK,New York Knicks,2015,19855,560,1614,2322,5112,1211,1575,867,2443,1746,575,382,1206,1768
GSW,Golden State Warriors,2016,19880,1077,2592,2412,4567,1366,1790,816,2972,2373,689,498,1245,1701
OKC,Oklahoma City Thunder,2016,19830,678,1945,2694,5137,1616,2067,1071,2916,1883,603,487,1305,1691
SAC,Sacramento Kings,2016,19805,660,1839,2623,5244,1514,2089,868,2760,2009,733,368,1326,1676
HOU,Houston Rockets,2016,19830,878,2533,2216,4314,1671,2407,930,2601,1821,821,430,1307,1790
BOS,Boston Celtics,2016,19780,717,2142,2499,5176,1520,1929,950,2733,1981,752,348,1127,1796
POR,Portland Trail Blazers,2016,19805,864,2336,2303,4704,1424,1889,948,2782,1748,562,380,1200,1782
LAC,Los Angeles Clippers,2016,19830,797,2190,2344,4569,1490,2152,721,2727,1873,709,460,1063,1746
CLE,Cleveland Cavaliers,2016,19855,880,2428,2291,4460,1333,1783,873,2777,1861,551,317,1114,1666
WAS,Washington Wizards,2016,19755,709,1983,2529,5050,1349,1849,743,2688,2005,708,323,1186,1708
SAS,San Antonio Spurs,2016,19705,570,1518,2719,5279,1342,1672,770,2831,2010,677,485,1071,1433
CHO,Charlotte Hornets,2016,19855,873,2410,2163,4512,1534,1941,734,2869,1778,595,438,1029,1487
ATL,Atlanta Hawks,2016,19830,815,2326,2353,4597,1282,1638,679,2772,2100,747,486,1226,1570
NOP,New Orleans Pelicans,2016,19780,702,1951,2451,5089,1415,1823,782,2712,1818,633,342,1102,1713
TOR,Toronto Raptors,2016,19780,708,1915,2298,4754,1702,2190,836,2724,1536,636,449,1073,1610
MIN,Minnesota Timberwolves,2016,19880,455,1347,2640,5321,1753,2213,821,2587,1916,656,375,1231,1696
DAL,Dallas Mavericks,2016,20005,806,2342,2258,4558,1454,1831,751,2781,1813,560,306,1047,1595
IND,Indiana Pacers,2016,19880,663,1889,2479,5096,1430,1872,847,2779,1741,742,391,1219,1641
ORL,Orlando Magic,2016,19905,636,1818,2606,5302,1249,1649,843,2709,1933,673,417,1155,1701
DET,Detroit Pistons,2016,19880,740,2148,2371,4939,1399,2095,1021,2777,1594,573,304,1110,1557
DEN,Denver Nuggets,2016,19830,656,1943,2437,5060,1513,1974,941,2718,1858,609,395,1202,1723
CHI,Chicago Bulls,2016,19905,651,1753,2514,5417,1354,1720,907,2889,1870,495,470,1141,1545
PHO,Phoenix Suns,2016,19705,738,2118,2313,4900,1431,1905,943,2733,1701,632,313,1410,1858
MIA,Miami Heat,2016,19830,498,1480,2652,5217,1406,1889,807,2811,1709,553,531,1155,1502
MEM,Memphis Grizzlies,2016,19830,504,1521,2515,5338,1584,2024,916,2497,1697,724,350,1090,1783
MIL,Milwaukee Bucks,2016,19830,440,1277,2705,5463,1392,1863,858,2559,1895,672,475,1247,1695
BRK,Brooklyn Nets,2016,19755,531,1508,2605,5412,1286,1699,863,2614,1829,627,332,1212,1476
